initialorder	side	order	BigCriteria	criteria	choice	objecttype	weightwithincriteria	BigCriteria_en	criteria_en	choice_en	BigCriteria_fr	criteria_fr	choice_fr	BigCriteria_it	criteria_it	choice_it	BigCriteria_nl	criteria_nl	choice_nl	BigCriteria_de	criteria_de	choice_de	BigCriteria_es	criteria_es	choice_es	BigCriteria_cz	criteria_cz	choice_cz
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_seifenbaumgewächse (Sapindaceae)	information		Family affiliation	Family affiliation	soap tree family (Sapindaceae)	Appartenance à une famille	Appartenance à une famille	Sapindacées (Sapindaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	famiglia delle saponarie (Sapindaceae)	Familieband	Familieband	Zeepboomfamilie (Sapindaceae)	Familienzugehörigkeit	Familienzugehörigkeit	seifenbaumgewächse (Sapindaceae)	Afiliación familiar	Afiliación familiar	Familia de las jaboneras (Sapindaceae)	Rodinná příslušnost	Rodinná příslušnost	čeleď mýdelníkovité (Sapindaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_Seifenbaumgewächse (Sapindaceae)	information		Family affiliation	Family affiliation	Soap tree family (Sapindaceae)	Appartenance à une famille	Appartenance à une famille	Sapindacées (Sapindaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia delle saponarie (Sapindaceae)	Familieband	Familieband	Zeepboomfamilie (Sapindaceae)	Familienzugehörigkeit	Familienzugehörigkeit	Seifenbaumgewächse (Sapindaceae)	Afiliación familiar	Afiliación familiar	Familia de los jaboneros (Sapindaceae)	Rodinná příslušnost	Rodinná příslušnost	Čeleď mýdelníkovité (Sapindaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_Spindelbaumgewächse (Celastraceae)	information		Family affiliation	Family affiliation	spindle tree family (Celastraceae)	Appartenance à une famille	Appartenance à une famille	Fusain (Celastraceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	famiglia dei fusi (Celastraceae)	Familieband	Familieband	spilboomfamilie (Celastraceae)	Familienzugehörigkeit	Familienzugehörigkeit	Spindelbaumgewächse (Celastraceae)	Afiliación familiar	Afiliación familiar	Familia de los árboles fusiformes (Celastraceae)	Rodinná příslušnost	Rodinná příslušnost	čeleď vřetenovité (Celastraceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_Stachelbeerengewächse (Grossulariaceae)	information		Family affiliation	Family affiliation	Gooseberry family (Grossulariaceae)	Appartenance à une famille	Appartenance à une famille	groseilliers à maquereau (Grossulariaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia dell'uva spina (Grossulariaceae)	Familieband	Familieband	Kruisbessenfamilie (Grossulariaceae)	Familienzugehörigkeit	Familienzugehörigkeit	Stachelbeerengewächse (Grossulariaceae)	Afiliación familiar	Afiliación familiar	Familia de las grosellas espinosas (Grossulariaceae)	Rodinná příslušnost	Rodinná příslušnost	čeleď angreštovité (Grossulariaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_ulmengewächse (Ulmaceae)	information		Family affiliation	Family affiliation	elm family (Ulmaceae)	Appartenance à une famille	Appartenance à une famille	ulmacées (Ulmaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia degli olmi (Ulmaceae)	Familieband	Familieband	iepenfamilie (Ulmaceae)	Familienzugehörigkeit	Familienzugehörigkeit	ulmengewächse (Ulmaceae)	Afiliación familiar	Afiliación familiar	familia de los olmos (Ulmaceae)	Rodinná příslušnost	Rodinná příslušnost	Čeleď jilmovitých (Ulmaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_Ulmengewächse (Ulmaceae)	information		Family affiliation	Family affiliation	elm family (Ulmaceae)	Appartenance à une famille	Appartenance à une famille	Ulmacées (Ulmaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia degli olmi (Ulmaceae)	Familieband	Familieband	Iepenfamilie (Ulmaceae)	Familienzugehörigkeit	Familienzugehörigkeit	Ulmengewächse (Ulmaceae)	Afiliación familiar	Afiliación familiar	Familia del olmo (Ulmaceae)	Rodinná příslušnost	Rodinná příslušnost	Jilm (Ulmaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_Walnussgewächse (Juglandaceae)	information		Family affiliation	Family affiliation	Walnut family (Juglandaceae)	Appartenance à une famille	Appartenance à une famille	Noyers (Juglandaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia del noce (Juglandaceae)	Familieband	Familieband	Walnootfamilie (Juglandaceae)	Familienzugehörigkeit	Familienzugehörigkeit	Walnussgewächse (Juglandaceae)	Afiliación familiar	Afiliación familiar	Familia de los nogales (Juglandaceae)	Rodinná příslušnost	Rodinná příslušnost	Čeleď ořešákovité (Juglandaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_weidengewächse (Salicaceae)	information		Family affiliation	Family affiliation	willow family (Salicaceae)	Appartenance à une famille	Appartenance à une famille	saule (Salicaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia del salice (Salicaceae)	Familieband	Familieband	wilgenfamilie (Salicaceae)	Familienzugehörigkeit	Familienzugehörigkeit	weidengewächse (Salicaceae)	Afiliación familiar	Afiliación familiar	Familia de los sauces (Salicaceae)	Rodinná příslušnost	Rodinná příslušnost	čeleď vrbovité (Salicaceae)
	information		Familienzugehörigkeit	Familienzugehörigkeit	Familienzugehörigkeit_Weidengewächse (Salicaceae)	information		Family affiliation	Family affiliation	Willow family (Salicaceae)	Appartenance à une famille	Appartenance à une famille	Saules (Salicaceae)	Affiliazione alla famiglia	Affiliazione alla famiglia	Famiglia dei salici (Salicaceae)	Familieband	Familieband	Wilgenfamilie (Salicaceae)	Familienzugehörigkeit	Familienzugehörigkeit	Weidengewächse (Salicaceae)	Afiliación familiar	Afiliación familiar	Familia de los sauces (Salicaceae)	Rodinná příslušnost	Rodinná příslušnost	Čeleď vrbovité (Salicaceae)
	information		Herkunft	Herkunft	Herkunft_Asien	selectInput		Origin	Origin	Asia	Origine	Origine	Asie	Origine	Origine	Asia	Oorsprong	Oorsprong	Azië	Herkunft	Herkunft	Asien	Origen	Origen	Asia	Původ	Původ	Asie
	information		Herkunft	Herkunft	Herkunft_einheimisch	selectInput		Origin	Origin	Native	Origine	Origine	indigène	Origine	Origine	Originario	Oorsprong	Oorsprong	Inheems	Herkunft	Herkunft	einheimisch	Origen	Origen	Nativo	Původ	Původ	Původní
	information		Herkunft	Herkunft	Herkunft_Nordamerika	selectInput		Origin	Origin	North America	Origine	Origine	Amérique du Nord	Origine	Origine	America settentrionale	Oorsprong	Oorsprong	Noord-Amerika	Herkunft	Herkunft	Nordamerika	Origen	Origen	América del Norte	Původ	Původ	Severní Amerika
	information		Herkunft	Herkunft	Herkunft_Nordeuropa	selectInput		Origin	Origin	Northern Europe	Origine	Origine	Europe du Nord	Origine	Origine	Europa settentrionale	Oorsprong	Oorsprong	Noord-Europa	Herkunft	Herkunft	Nordeuropa	Origen	Origen	Norte de Europa	Původ	Původ	Severní Evropa
	information		Herkunft	Herkunft	Herkunft_Südeuropa/Mittelmeer	selectInput		Origin	Origin	Southern Europe/Mediterranean	Origine	Origine	Europe du Sud/Méditerranée	Origine	Origine	Europa meridionale/Mediterraneo	Oorsprong	Oorsprong	Zuid-Europa/Middellandse Zeegebied	Herkunft	Herkunft	Südeuropa/Mittelmeer	Origen	Origen	Sur de Europa/Mediterráneo	Původ	Původ	Jižní Evropa/Středomoří
	responsetrait		Climate	Besonnung	Besonnung_-	selectInput		Sunlight	light conditions	-	Ensoleillement	Ensoleillement	-	Luce solare	Luce solare	-	Zonlicht	Zonlicht	-	Besonnung	Besonnung	-	Luz solar	Luz solar	-	Oslunění	Oslunění	-
	responsetrait		Climate	Besonnung	Besonnung_halbschattig	selectInput		Sunlight	light conditions	semi-shady	Ensoleillement	Ensoleillement	mi-ombragé	Luce solare	Luce solare	semi-ombra	Zonlicht	Zonlicht	halfschaduw	Besonnung	Besonnung	halbschattig	Luz solar	Luz solar	semisombreado	Oslunění	Oslunění	polostinné
	responsetrait		Climate	Besonnung	Besonnung_schattig	selectInput		Sunlight	light conditions	shady	Ensoleillement	Ensoleillement	ombragé	Luce solare	Luce solare	ombroso	Zonlicht	Zonlicht	schaduwrijk	Besonnung	Besonnung	schattig	Luz solar	Luz solar	sombreado	Oslunění	Oslunění	stinné
	responsetrait		Climate	Besonnung	Besonnung_sonnig	selectInput		Sunlight	light conditions	sunny	Ensoleillement	Ensoleillement	ensoleillé	Luce solare	Luce solare	soleggiato	Zonlicht	Zonlicht	zonnig	Besonnung	Besonnung	sonnig	Luz solar	Luz solar	soleado	Oslunění	Oslunění	slunečné
	responsetrait		Climate	Frosthärte.x	Frosthärte.x_	numericInput		Frost hardiness.x	Frost hardiness.aboveground		Résistance au gel.partie aérienne	Résistance au gel.x		Resistenza al gelo.x	Resistenza al gelo.x		Vorstbestendigheid.x	Vorstbestendigheid.x		Frosthärte.x	Frosthärte.x		Resistencia a las heladas.x	Resistencia a las heladas.x		Mrazuvzdornost.x	Mrazuvzdornost.x	
	responsetrait		Climate	Frosthärte.y	Frosthärte.y_Frosthart	checkboxGroupInput		Frost.hardiness.y	Frost.hardiness.belowground	Frost-hardy	Résistance.au.gel.partie souterraine	Résistance.au.gel.y	Résistant au gel	Resistenza.al.gelo.y	Resistenza.al.gelo.y	Resistente al gelo	Vorstbestendigheid	Vorstbestendigheid	Vorstbestendig	Frosthärte.y	Frosthärte.y	Frosthart	Resistencia.a.las.heladas	Resistencia.a.las.heladas	Resistente a las heladas	Mrazuvzdornost.y	Mrazuvzdornost.y	Mrazuvzdorný
	responsetrait		Climate	Kontinentalitätszahl	Kontinentalitätszahl_	numericInput		Continentality number	Continentality number		Indice de continentalité	Indice de continentalité		Numero di continenza	Numero di continenza		Continentaliteitsgetal	Continentaliteitsgetal		Kontinentalitätszahl	Kontinentalitätszahl		Índice de continentalidad	Índice de continentalidad		Kontinentální číslo	Kontinentální číslo	
	responsetrait		Climate	Lichtzahl	Lichtzahl_	numericInput		Light index	Light index		Indice de lumière	Indice de lumière		Indice di luce	Indice di luce		Lichtindex	Lichtindex		Lichtzahl	Lichtzahl		Índice.de.luminosidad	Índice.de.luminosidad		Světelný index	Světelný index	
	responsetrait		Climate	Temperaturzahl	Temperaturzahl_	numericInput		Temperature number	Temperature number		Indice de température	Indice de température		Numero di temperatura	Numero di temperatura		Temperatuur	Temperatuur		Temperaturzahl	Temperaturzahl		Número de temperatura	Número de temperatura		Teplotní číslo	Teplotní číslo	
	responsetrait		Community	Lebensbereich.der.Gehölze	1	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Bog and swamp trees and shrubs	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Bois des marais et des marécages	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Alberi e arbusti di torbiera e palude	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Moeras- en moerasbomen en -struiken	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Moor- und Sumpfgehölze	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Árboles y arbustos de ciénagas y pantanos	Stanoviště.dřevin	Stanoviště.dřevin	Bažinné a bažinné stromy a keře
	responsetrait		Community	Lebensbereich.der.Gehölze	2	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Floodplain and riparian woodland	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	boisements alluviaux et ripisylves	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Boschi golenali e ripariali	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Uiterwaarden en oeverstruiken	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Auen- und Ufergehölze	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Arbustos de llanuras de inundación y riberas	Stanoviště.dřevin	Stanoviště.dřevin	Lužní a břehové keře.
	responsetrait		Community	Lebensbereich.der.Gehölze	3	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Species-rich forests and groves	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Forêts et groupes de bosquets riches en espèces	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Foreste e boschetti ricchi di specie	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Soortenrijke bossen en bosjes	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Artenreiche Wälder und Gehölzgruppen	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Bosques y arboledas ricos en especies	Stanoviště.dřevin	Stanoviště.dřevin	Druhově bohaté lesy a háje
	responsetrait		Community	Lebensbereich.der.Gehölze	4	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Species-poor forests and groves	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Forêts et groupes d'arbustes pauvres en espèces	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Foreste e boschetti poveri di specie	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Soortenarme bossen en bosjes	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Artenarme Wälder und Gehölzgruppen	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Bosques y arboledas pobres en especies	Stanoviště.dřevin	Stanoviště.dřevin	Druhově chudé lesy a háje
	responsetrait		Community	Lebensbereich.der.Gehölze	5	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Heaths and dunes	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Landes et dunes	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Brughiere e dune	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Heide en duinen	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Heiden und Dünen	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Brezales y dunas	Stanoviště.dřevin	Stanoviště.dřevin	Vřesoviště a duny
	responsetrait		Community	Lebensbereich.der.Gehölze	6	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Steppe shrubs and dry forests	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Bosquets steppiques et forêts sèches	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Arbusti di steppa e foreste secche	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Steppe struiken en droge bossen	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Steppengehölze und Trockenwälder	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Arbustos esteparios y bosques secos	Stanoviště.dřevin	Stanoviště.dřevin	Stepní keře a suché lesy
	responsetrait		Community	Lebensbereich.der.Gehölze	7	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Woody plants of cool, moist forests	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Bois des forêts fraîches et humides	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Piante legnose delle foreste fresche e umide	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Houtige planten van koele, vochtige bossen	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Gehölze kühl-feuchter Wälder	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Plantas leñosas de bosques frescos y húmedos	Stanoviště.dřevin	Stanoviště.dřevin	Dřeviny chladných a vlhkých lesů
	responsetrait		Community	Lebensbereich.der.Gehölze	8	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Mountain forests and shrubs in alpine areas	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Forêts de montagne et arbustes des régions alpines	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Foreste e arbusti di montagna nelle aree alpine	Habitat.van.houtachtige.planten	Habitat.van.houtachtige.planten	Bergbossen en struiken in alpiene gebieden	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Bergwälder u. Sträucher alpiner Bereiche	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Bosques de montaña y arbustos de zonas alpinas	Stanoviště.dřevin	Stanoviště.dřevin	Horské lesy a keře ve vysokohorských oblastech
	responsetrait		Community	Lebensbereich.der.Gehölze	9	selectInput		Habitat.of.woody.plants	Habitat.of.woody.plants	Ornamental trees and shrubs in gardens and park	Domaine.de.vie.des.plantes.ligneuses	Domaine.de.vie.des.plantes.ligneuses	Arbres et arbustes d'ornement dans les jardins et les parcs	Habitat.di.piante.legnose	Habitat.di.piante.legnose	Alberi e arbusti ornamentali di giardini e parchi	Habitat.van.houtachtige.planten	Behoren.tot.plantengemeenschappen.en.verenigingen..Veld.heggen.en.bosjes.	Sierheesters in tuinen en parken	Lebensbereich.der.Gehölze	Lebensbereich.der.Gehölze	Ziergehölze in Garten und Parks	Hábitat.de.plantas.leñosas	Hábitat.de.plantas.leñosas	Arbustos ornamentales de jardines y parques	Stanoviště.dřevin	Stanoviště.dřevin	Okrasné keře v zahradách a parcích
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	1	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Privet and fenugreek scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association des buissons de troènes et de prunelliers	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità di ligustro e fenbush	Habitat.van.houtachtige.planten		Liguster- en venusgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Liguster-Schlehengebüsch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Sociedad de matorrales de aligustres y fenogreco	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Pryšec a pískavice křovinná společnost
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	2	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Rock pear scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association des buissons d'églantiers	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità di macchia a pera rocciosa	Habitat.van.houtachtige.planten		Rotsperenstruikgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Felsenbirnen-Gebüsch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Sociedad de matorrales de peral de roca	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo hrušňových křovin
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	3	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Buckthorn-lavender-willow scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association buissonnante de l'argousier et du saule lavande	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione di macchia di olivello spinoso-salice lavanda	Habitat.van.houtachtige.planten		Duindoorn-lavendelwilgstruweelgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Sanddorn-Lavendelweidengebüsch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Sociedad de matorrales de espino cerval y sauce lavanda	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Spolek keřových porostů řešetláku počistivého a vrby levandulové
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	4	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Aspen-buckthorn scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association buissonnante à tremble et argousier	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità di macchia a pungitopo e olivastro	Habitat.van.houtachtige.planten		Espen-doornstruikgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Espen-Sanddorngebüsch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Comunidad de matorral de álamo y espino negro	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Společenstvo osikových křovin s řešetlákem počistivým
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	5	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Blackthorn scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association buissonnante à prunellier	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Comunità di macchia di prugnolo	Habitat.van.houtachtige.planten		Sleedoornstruweelgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Schlehengebüsch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Sociedad de matorrales de espino negro	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Spolek trnkových keřů
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	6	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Birch scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Société à Bouleau	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione della macchia di betulla	Habitat.van.houtachtige.planten		Berk-struikgemeenschap	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Birkenbruch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Sociedad de matorrales de abedul	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Spolek březových křovin
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	7	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Willow-willow scrub community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association buissonnante à saule et paresseux	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione di macchia di salice	Habitat.van.houtachtige.planten		Wilg-wilgenstruweel	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Weiden-Faulbaumgebüsch-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación de matorrales de sauce	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Spolek vrbových křovin
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	8	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Black alder woodland community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association de l'aulnaie noire	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione boschiva di ontano nero	Habitat.van.houtachtige.planten		Zwarte els-bosvereniging	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Schwarzerlenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación de alisos negros	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Sdružení olše černé
	responsetrait		Community	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	9	selectInput		Habitat.of.woody.plants	type of vegetal community in hedgerows and copses	Service tree-oak woodland community	Domaine.de.vie.des.plantes.ligneuses	type de végétation en haies et bosquets	Association de la chênaie-ormaie à alisier	Habitat.di.piante.legnose	Appartenenza.a.comunità.vegetali.e.associazioni..Siepi.campestri.e.boschetti.	Associazione boschiva di querce e lecci	Habitat.van.houtachtige.planten		Dienstenboom-eikenbosvereniging	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Zugehörigkeit.zu.Pflanzengesellschaften.und.Verbänden..Feldhecken.und.Feldgehölzen.	Elsbeeren-Eichenwald-Gesellschaft	Hábitat.de.plantas.leñosas	Pertenencia.a.comunidades.y.asociaciones.vegetales..Setos.y.bosquetes.	Asociación de bosques de robles	Stanoviště.dřevin	Příslušnost.k.rostlinným.společenstvím.a.asociacím..Polní.živé.ploty.a.háje.	Sdružení služebních dřevin a dubových lesů
