Country	Region	Crop	precipitation	altitude	Tree_latin	locallyAdapted	food	erosionControl	pestControl	biodiversity	diseaseControl	microclimate	improvedCoffeeProductivity	improvedCoffeeLongevity	pruning	fallingBranches	nutrients	fuelwood	fodder	protecfromcold	fruit	growth	Income	improvedCoffeeQuality	mulch	improvedCocoaLongevity	lowCompetition	improvedMacaboProduction	medicinal	protectfromhail	windbreak	protectfromheat	otherproducts	shade	for workers	soilMoisture	soilFertility	timber	weedControl
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Tabebuia rosea	NA	NA	NA	2.53	2.88	NA	3.08	3.57	2.12	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	2.45	3.11	NA	NA	NA	NA	NA	4.25	NA	2.23
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Cedrela odorata	NA	NA	NA	2.51	2.18	NA	2.72	1.67	3.07	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	1.27	3.08	NA	NA	NA	NA	NA	1.69	NA	3.33
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Sambucus nigra	NA	NA	NA	1.48	0	NA	0	3.83	1.73	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.86	NA	NA	NA	NA	NA	2.16	NA	2.03
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Croton gossipifoliux	NA	NA	NA	2.18	2.58	NA	2.49	1.92	1.18	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	2.25	2.24	NA	NA	NA	NA	NA	1.9	NA	2.02
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Calliandra pittieri	NA	NA	NA	1.91	3.52	NA	3.35	2.84	2.48	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	2.69	4.5	NA	NA	NA	NA	NA	1.88	NA	3.86
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Citrus spp	NA	NA	NA	4.2	3.92	NA	2.83	2.99	2.94	NA	NA	NA	NA	NA	NA	4.09	NA	NA	NA	NA	NA	NA	NA	NA	2.22	2.07	NA	NA	NA	NA	NA	2.24	NA	1.95
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Senna spectabilis	NA	NA	NA	2.98	3.87	NA	1.92	2.86	3.11	NA	NA	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	1.55	0.03	NA	NA	NA	NA	NA	1.65	NA	1.78
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Nectandra reticulata	NA	NA	NA	2.32	0.43	NA	2.36	1.35	2.23	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	4.48	2.96	NA	NA	NA	NA	NA	2.03	NA	0.53
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Erythrina poeppigiana	NA	NA	NA	2.94	4.92	NA	2.86	3.98	3.31	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	2.89	1.29	NA	NA	NA	NA	NA	3.83	NA	2.86
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Trichanthera gigantea	NA	NA	NA	2.97	3.76	NA	2.59	3.16	3.26	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA	2.85	2.01	NA	NA	NA	NA	NA	3.24	NA	2.84
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Mangifera spp	NA	NA	NA	3.63	4.58	NA	1.79	3.14	1.8	NA	NA	NA	NA	NA	NA	3.66	NA	NA	NA	NA	NA	NA	NA	NA	2.66	2.93	NA	NA	NA	NA	NA	2.66	NA	2.71
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Eriobotrya japonica	NA	NA	NA	2.21	4.28	NA	1.25	1.65	2.3	NA	NA	NA	NA	NA	NA	2.98	NA	NA	NA	NA	NA	NA	NA	NA	1.46	0.98	NA	NA	NA	NA	NA	2.47	NA	1.35
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Citrus reticulata	NA	NA	NA	3.6	2.96	NA	1.14	3.03	2.41	NA	NA	NA	NA	NA	NA	4.25	NA	NA	NA	NA	NA	NA	NA	NA	1.51	0.75	NA	NA	NA	NA	NA	2.7	NA	1.18
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Erythrina edulis	NA	NA	NA	2.45	2.65	NA	2	2.82	2.71	NA	NA	NA	NA	NA	NA	2.74	NA	NA	NA	NA	NA	NA	NA	NA	1.71	1.75	NA	NA	NA	NA	NA	2.8	NA	2.98
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Guadua angustifolia	NA	NA	NA	1.48	3.18	NA	1.87	0	3.09	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	0	1.37	NA	NA	NA	NA	NA	0	NA	0.29
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Citrus limon	NA	NA	NA	3.71	3.09	NA	1.98	2.51	2.24	NA	NA	NA	NA	NA	NA	4.05	NA	NA	NA	NA	NA	NA	NA	NA	1.31	2.54	NA	NA	NA	NA	NA	3.16	NA	1.67
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Persea americana	NA	NA	NA	3.19	4.54	NA	3.23	3.13	3.87	NA	NA	NA	NA	NA	NA	4.27	NA	NA	NA	NA	NA	NA	NA	NA	3.36	2.83	NA	NA	NA	NA	NA	3.88	NA	3.24
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Ladenbergia oblongifolia	NA	NA	NA	2.07	1.42	NA	3.86	2.62	3.26	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	3.87	1.61	NA	NA	NA	NA	NA	3.1	NA	2.99
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Inga densiflora	NA	NA	NA	4.76	4.5	NA	5	4.72	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	4.84	NA	5
Colombia	Colombia (Cauca)	Arabica coffee	All precipitation zones	All altitudes	Cecropia spp	NA	NA	NA	3.38	3.48	NA	1.73	2.46	2.44	NA	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA	NA	NA	3.38	0	NA	NA	NA	NA	NA	2.32	NA	2.12
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Khaya ivorensis	NA	2.97	NA	4.21	NA	4.47	NA	NA	NA	NA	4.32	NA	3.51	NA	NA	NA	NA	NA	NA	3.35	4.36	4.35	NA	4.22	NA	NA	NA	NA	4.52	NA	4	NA	4.73	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Blighia sapida	NA	0.09	NA	1.45	NA	1.92	NA	NA	NA	NA	2.18	NA	1.68	NA	NA	NA	NA	NA	NA	1.01	1.31	2.55	NA	NA	NA	NA	NA	NA	2.27	NA	2.84	NA	1.8	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Terminalia ivorensis	NA	3.32	NA	4.48	NA	5	NA	NA	NA	NA	3.45	NA	3.23	NA	NA	NA	NA	NA	NA	3.85	5	5	NA	3.34	NA	NA	NA	NA	3.72	NA	4.75	NA	4.08	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Spathodea campanulata	NA	NA	NA	0	NA	0.27	NA	NA	NA	NA	1.87	NA	0	NA	NA	NA	NA	NA	NA	1.39	0.31	0.49	NA	2.54	NA	NA	NA	NA	0.63	NA	0.78	NA	1.58	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Cola gigantea	NA	NA	NA	0.43	NA	0	NA	NA	NA	NA	2.17	NA	0.24	NA	NA	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	0	NA	0	NA	2	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Pycnanthus angolensis	NA	1.2	NA	3.71	NA	3.37	NA	NA	NA	NA	1.88	NA	2.55	NA	NA	NA	NA	NA	NA	3.29	3.05	3.33	NA	3.22	NA	NA	NA	NA	2.23	NA	2.6	NA	2.73	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Triplochiton scleroxylon	NA	0.44	NA	2.83	NA	3.53	NA	NA	NA	NA	2.65	NA	1.91	NA	NA	NA	NA	NA	NA	1.89	2.61	2.67	NA	NA	NA	NA	NA	NA	3.41	NA	2.71	NA	2.83	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Milicia regia	NA	NA	NA	0	NA	3.23	NA	NA	NA	NA	2.9	NA	0	NA	NA	NA	NA	NA	NA	0	4.5	NA	NA	5	NA	NA	NA	NA	2.63	NA	3.33	NA	3.45	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Triplochiton scleroxylon	NA	2.5	NA	3.24	NA	3.84	NA	NA	NA	NA	1.42	NA	2.66	NA	NA	NA	NA	NA	NA	2.82	2.68	4.53	NA	2.46	NA	NA	NA	NA	2.6	NA	3.29	NA	2.71	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Ficus capensis	NA	NA	NA	1.2	NA	1.65	NA	NA	NA	NA	2.22	NA	1.08	NA	NA	NA	NA	NA	NA	1.36	0.87	1.58	NA	3.73	NA	NA	NA	NA	1.53	NA	2.5	NA	1.49	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Musanga cecropioides	NA	NA	NA	0.64	NA	1.56	NA	NA	NA	NA	4.01	NA	0.78	NA	NA	NA	NA	NA	NA	0.77	0.69	2.89	NA	2.22	NA	NA	NA	NA	0.87	NA	2.28	NA	1.46	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Alstonia boonei	NA	1.87	NA	2.7	NA	3.14	NA	NA	NA	NA	0.51	NA	1.61	NA	NA	NA	NA	NA	NA	1.65	1.67	3.93	NA	2.64	NA	NA	NA	NA	1.32	NA	2.38	NA	0.62	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Milicia excelsa	NA	NA	NA	5	NA	4.77	NA	NA	NA	NA	5	NA	5	NA	NA	NA	NA	NA	NA	2.92	5	4.53	NA	2.09	NA	NA	NA	NA	4.61	NA	4.15	NA	5	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Funtumia elastica	NA	0.37	NA	0.66	NA	0	NA	NA	NA	NA	1.62	NA	2.26	NA	NA	NA	NA	NA	NA	1.92	2.52	0	NA	1.75	NA	NA	NA	NA	3.23	NA	3.69	NA	2.82	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Alstonia boonei	NA	NA	NA	2.04	NA	2.01	NA	NA	NA	NA	2.06	NA	0.64	NA	NA	NA	NA	NA	NA	0.15	2.07	2.3	NA	3.95	NA	NA	NA	NA	2.16	NA	2.41	NA	1.87	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Gliricidia sepium	NA	NA	NA	2.29	NA	4.22	NA	NA	NA	NA	2.74	NA	1.13	NA	NA	NA	NA	NA	NA	5	4.97	2.06	NA	NA	NA	NA	NA	NA	2.9	NA	2.21	NA	0.76	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Musanga cecropioides	NA	NA	NA	3.63	NA	3.31	NA	NA	NA	NA	0.87	NA	2.5	NA	NA	NA	NA	NA	NA	1.56	1.61	3.83	NA	3.76	NA	NA	NA	NA	1.58	NA	2.69	NA	NA	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Antiaris toxicaria	NA	NA	NA	2.36	NA	2.14	NA	NA	NA	NA	0.24	NA	3.19	NA	NA	NA	NA	NA	NA	2.18	1.51	4.44	NA	3.23	NA	NA	NA	NA	1.98	NA	3.58	NA	1.76	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Newbouldia laevis	NA	0.66	NA	3.49	NA	3.97	NA	NA	NA	NA	3.55	NA	0.47	NA	NA	NA	NA	NA	NA	3.76	3.74	4.86	NA	3.44	NA	NA	NA	NA	4.37	NA	5	NA	4.02	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Albizia adianthifolia	NA	NA	NA	1.14	NA	1.95	NA	NA	NA	NA	0.98	NA	1.41	NA	NA	NA	NA	NA	NA	0.67	1.31	2	NA	NA	NA	NA	NA	NA	2.49	NA	2.31	NA	1.38	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Gliricidia sepium	NA	NA	NA	3.67	NA	4.46	NA	NA	NA	NA	1.42	NA	2.66	NA	NA	NA	NA	NA	NA	3.03	2.61	3.15	NA	4.2	NA	NA	NA	NA	1.68	NA	3.75	NA	0.77	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Terminalia ivorensis	NA	NA	NA	4.46	NA	4.93	NA	NA	NA	NA	2.2	NA	2.95	NA	NA	NA	NA	NA	NA	3.24	4.7	4.73	NA	1.42	NA	NA	NA	NA	4.68	NA	5	NA	3.52	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Albizia zygia	NA	NA	NA	0.81	NA	4.63	NA	NA	NA	NA	2.42	NA	5	NA	NA	NA	NA	NA	NA	1.26	0.64	3.56	NA	4.22	NA	NA	NA	NA	2.06	NA	3.22	NA	0	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Tetrapleura tetraptera	NA	3.13	NA	3.46	NA	3.42	NA	NA	NA	NA	1.26	NA	2.97	NA	NA	NA	NA	NA	NA	1.52	1.19	3.04	NA	4.16	NA	NA	NA	NA	0	NA	2.58	NA	2.41	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Khaya ivorensis	NA	NA	NA	4.27	NA	4.76	NA	NA	NA	NA	4.2	NA	3.37	NA	NA	NA	NA	NA	NA	0.82	3.83	4.76	NA	5	NA	NA	NA	NA	4.52	NA	4.67	NA	4.47	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Tieghemella heckelii	NA	1.93	NA	3.61	NA	4.16	NA	NA	NA	NA	2.83	NA	3.22	NA	NA	NA	NA	NA	NA	2.97	3.05	4.51	NA	2.7	NA	NA	NA	NA	2.6	NA	3.35	NA	3.67	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Newbouldia laevis	NA	NA	NA	1.54	NA	2.44	NA	NA	NA	NA	2.09	NA	1.05	NA	NA	NA	NA	NA	NA	1.44	1.73	2.54	NA	1.64	NA	NA	NA	NA	3.13	NA	2.8	NA	1.77	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Heritiera utilis	NA	3.09	NA	3.65	NA	3.3	NA	NA	NA	NA	2.13	NA	1.95	NA	NA	NA	NA	NA	NA	2.67	0.62	4.29	NA	4.06	NA	NA	NA	NA	1.6	NA	3.49	NA	1.7	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Pycnanthus angolensis	NA	NA	NA	1.17	NA	2.29	NA	NA	NA	NA	1.52	NA	1.49	NA	NA	NA	NA	NA	NA	1.93	1.72	1.95	NA	2.59	NA	NA	NA	NA	2.07	NA	1.52	NA	2.16	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Persea americana	NA	5	NA	0.42	NA	1.8	NA	NA	NA	NA	0.65	NA	0.56	NA	NA	NA	NA	NA	NA	1.22	0.44	1.74	NA	2.87	NA	NA	NA	NA	1.77	NA	1.93	NA	0	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Entandophragma angolense	NA	NA	NA	2.25	NA	3.5	NA	NA	NA	NA	2.71	NA	2.1	NA	NA	NA	NA	NA	NA	2.57	3.02	3.83	NA	NA	NA	NA	NA	NA	3.6	NA	1.81	NA	2.92	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Ficus capensis	NA	NA	NA	1.41	NA	0.44	NA	NA	NA	NA	1.52	NA	1.97	NA	NA	NA	NA	NA	NA	3.06	3.3	3.49	NA	2.09	NA	NA	NA	NA	0.32	NA	0	NA	0.75	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Khaya anthotheca	NA	4.25	NA	5	NA	3.63	NA	NA	NA	NA	3.43	NA	3.25	NA	NA	NA	NA	NA	NA	3.14	4.22	4.46	NA	3.64	NA	NA	NA	NA	2.86	NA	4.25	NA	4.85	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Ceiba pentandra	NA	1.59	NA	2.8	NA	3.5	NA	NA	NA	NA	0.44	NA	2.32	NA	NA	NA	NA	NA	NA	2.09	1.74	3.26	NA	2.82	NA	NA	NA	NA	2.19	NA	2.42	NA	1.67	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Spathodea campanulata	NA	2.05	NA	3.84	NA	2.66	NA	NA	NA	NA	1.62	NA	1.95	NA	NA	NA	NA	NA	NA	4.27	3.07	3.1	NA	3.4	NA	NA	NA	NA	0.48	NA	2.69	NA	NA	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Khaya anthotheca	NA	NA	NA	3.4	NA	3.47	NA	NA	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	4.06	4.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Terminalia superba	NA	0	NA	4.5	NA	4.89	NA	NA	NA	NA	2.54	NA	2.62	NA	NA	NA	NA	NA	NA	3.5	4.68	4.24	NA	3.14	NA	NA	NA	NA	3.65	NA	4.16	NA	3.67	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Persea americana	NA	4.73	NA	1.66	NA	2.84	NA	NA	NA	NA	0	NA	2.25	NA	NA	NA	NA	NA	NA	2.46	1.77	2.73	NA	2.88	NA	NA	NA	NA	1.22	NA	2.98	NA	2.95	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Antiaris toxicaria	NA	NA	NA	2.75	NA	3.36	NA	NA	NA	NA	2.73	NA	2.18	NA	NA	NA	NA	NA	NA	2.09	2.98	3.54	NA	NA	NA	NA	NA	NA	3.64	NA	3.86	NA	2.7	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Milicia excelsa	NA	2.07	NA	3.92	NA	3.91	NA	NA	NA	NA	4.33	NA	3.08	NA	NA	NA	NA	NA	NA	3.31	4.63	4.38	NA	3.48	NA	NA	NA	NA	3.97	NA	4.44	NA	5	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Terminalia superba	NA	NA	NA	4.95	NA	5	NA	NA	NA	NA	2.04	NA	2.95	NA	NA	NA	NA	NA	NA	2.98	4.85	4.72	NA	NA	NA	NA	NA	NA	5	NA	4.81	NA	3.4	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Entandrophragma cylindricum	NA	4.18	NA	2.7	NA	2.99	NA	NA	NA	NA	2.24	NA	3.47	NA	NA	NA	NA	NA	NA	0.38	1.47	4.77	NA	4.93	NA	NA	NA	NA	1.41	NA	2.31	NA	4.13	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Albizia zygia	NA	NA	NA	0.91	NA	1.26	NA	NA	NA	NA	1.14	NA	1.3	NA	NA	NA	NA	NA	NA	1.75	1.15	1.3	NA	2.25	NA	NA	NA	NA	1.07	NA	1.13	NA	1.82	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Ceiba pentandra	NA	0	NA	0.32	NA	1.1	NA	NA	NA	NA	0	NA	0.18	NA	NA	NA	NA	NA	NA	1.55	0.96	0.48	NA	1.03	NA	NA	NA	NA	0.93	NA	0.32	NA	2.2	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Tetrapleura tetraptera	NA	1.82	NA	2.63	NA	3.04	NA	NA	NA	NA	3.11	NA	2.73	NA	NA	NA	NA	NA	NA	2.25	2.73	3.75	NA	4.88	NA	NA	NA	NA	3.48	NA	4	NA	1.59	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Milicia regia	NA	NA	NA	2.09	NA	3.89	NA	NA	NA	NA	3.29	NA	3.11	NA	NA	NA	NA	NA	NA	3.46	4.5	5	NA	2.59	NA	NA	NA	NA	4.19	NA	4.69	NA	4.15	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Ricinodendron heudelotii	NA	1.92	NA	3.15	NA	4.19	NA	NA	NA	NA	5	NA	1.29	NA	NA	NA	NA	NA	NA	1.94	4.45	4.04	NA	0	NA	NA	NA	NA	2.77	NA	4.75	NA	3.01	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Albizia adianthifolia	NA	2.76	NA	4	NA	4.27	NA	NA	NA	NA	1.6	NA	1.85	NA	NA	NA	NA	NA	NA	5	3.97	NA	NA	NA	NA	NA	NA	NA	3.44	NA	2.55	NA	4.28	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Ricinodendron heudelotii	NA	1.01	NA	1.14	NA	2.46	NA	NA	NA	NA	2	NA	1.12	NA	NA	NA	NA	NA	NA	2.15	2.36	2.86	NA	1.93	NA	NA	NA	NA	2.18	NA	3.2	NA	1.88	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Entandophragma angolense	NA	5	NA	3.42	NA	3.51	NA	NA	NA	NA	2.32	NA	2.34	NA	NA	NA	NA	NA	NA	2.33	1.9	4.15	NA	2.17	NA	NA	NA	NA	1.98	NA	2.91	NA	2.91	NA
Ghana	Ghana (West)	Cocoa	Low precipitation	All altitudes	Funtumia elastica	NA	1.11	NA	1.78	NA	2.14	NA	NA	NA	NA	1.77	NA	1.53	NA	NA	NA	NA	NA	NA	0.83	1.68	2.23	NA	1.65	NA	NA	NA	NA	2.11	NA	2.22	NA	1.99	NA
Ghana	Ghana (West)	Cocoa	High precipitation	All altitudes	Cola gigantea	NA	2.05	NA	1.66	NA	NA	NA	NA	NA	NA	1.64	NA	3.21	NA	NA	NA	NA	NA	NA	3.03	0	NA	NA	3.03	NA	NA	NA	NA	5	NA	NA	NA	1.96	NA
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Abrus precatorius	NA	NA	NA	NA	1.83	NA	3.63	2.31	3.08	NA	NA	NA	NA	NA	3.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.74	NA	NA	3.32	NA	NA	2.66	NA	3.83
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Alstonia scholaris	NA	NA	NA	NA	1.13	NA	3.53	1.59	2.53	NA	NA	NA	NA	NA	3.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42	NA	NA	2.79	NA	NA	1.89	NA	3.3
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Melia azedarach	NA	NA	NA	NA	1.26	NA	3.15	1.49	2.5	NA	NA	NA	NA	NA	2.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58	NA	NA	2.86	NA	NA	1.72	NA	2.67
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Citrus latifolia	NA	NA	NA	NA	1.34	NA	0	0	0	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	0.42	NA	NA	0	NA	0
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Bombax anceps	NA	NA	NA	NA	2.71	NA	1.66	1.29	2.27	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	2.43	NA	NA	1.95	NA	1.74
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Persea americana	NA	NA	NA	NA	1.81	NA	3.56	1.36	2.2	NA	NA	NA	NA	NA	3.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.87	NA	NA	2.7	NA	NA	1.71	NA	3.5
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Albizia lebbeck	NA	NA	NA	NA	1.62	NA	3.43	2.39	3.45	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	3.41	NA	NA	2.7	NA	3.38
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Balakata baccata	NA	NA	NA	NA	1.39	NA	4.32	1.98	3.23	NA	NA	NA	NA	NA	4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	NA	NA	3.72	NA	NA	2.44	NA	4.31
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Psidium guajava	NA	NA	NA	NA	2.03	NA	0.47	0.33	0.42	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	0	NA	NA	0.96	NA	0.38
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Carica papaya	NA	NA	NA	NA	1.55	NA	0.46	0.9	0.4	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.94	NA	NA	1.09	NA	0.12
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Tetrameles nudiflora	NA	NA	NA	NA	0.76	NA	4.52	2.09	3.57	NA	NA	NA	NA	NA	4.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	3.54	NA	NA	2.52	NA	3.69
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Glochidion fagifolium	NA	NA	NA	NA	2.06	NA	3.93	2.12	3.41	NA	NA	NA	NA	NA	4.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.44	NA	NA	3.49	NA	NA	2.57	NA	3.79
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Broussonetia papyrifera	NA	NA	NA	NA	3.74	NA	3.74	1.9	2.94	NA	NA	NA	NA	NA	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	NA	NA	3.38	NA	NA	2.62	NA	3.92
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Trema velutina	NA	NA	NA	NA	1.64	NA	3.36	1.67	2.62	NA	NA	NA	NA	NA	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA	NA	3.06	NA	NA	2.26	NA	3.36
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Citrus maxima	NA	NA	NA	NA	2.52	NA	1.85	0.78	1.11	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	NA	NA	1.49	NA	NA	0.77	NA	1.93
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Phoebe cathia	NA	NA	NA	NA	0.78	NA	1.56	1.03	1.24	NA	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	NA	NA	2.27	NA	NA	1.11	NA	2.36
Laos	Laos (South)	Arabica coffee	All precipitation zones	All altitudes	Magnolia champaca	NA	NA	NA	NA	1.51	NA	3.09	0.86	1.64	NA	NA	NA	NA	NA	3.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.99	NA	NA	2.35	NA	NA	1	NA	2.89
